@relation 'World Happiness Report 2024-weka.filters.unsupervised.attribute.Remove-R1,2,6_transformed_reordered'

@attribute 'Log GDP per capita' numeric
@attribute 'Social support' numeric
@attribute 'Freedom to make life choices' numeric
@attribute Generosity numeric
@attribute 'Perceptions of corruption' numeric
@attribute 'Positive affect' numeric
@attribute 'Negative affect' numeric
@attribute 'Life Ladder Numeric' numeric
@attribute 'Life Ladder Category' {'Very Sad',Sad,Neutral,Happy,'Very Happy'}

@data
6.030537,9.832318,0.857107,0.859358,-0.088415,0.677408,0.733659,6.030537,Happy
5.869173,9.031899,0.845803,0.917808,-0.112194,0.726483,0.756184,5.869173,Neutral
6.943599,10.883184,0.895955,0.8702,0.06494,0.521571,0.725244,6.943599,Happy
6.334149,10.4249,0.912427,0.739809,-0.15964,0.9568,0.634971,6.334149,Happy
5.252182,9.498955,0.820094,0.493922,-0.249145,0.96794,0.55892,5.252182,Neutral
7.603434,11.056776,0.946834,0.947621,0.249089,0.445697,0.796321,7.603434,Happy
5.961034,10.042918,0.892195,0.678222,-0.137006,0.864996,0.719997,5.961034,Neutral
7.381171,10.541316,0.944275,0.893072,0.290775,0.445697,0.784192,7.381171,Happy
6.052223,10.151535,0.91964,0.635758,-0.105798,0.907136,0.602989,6.052223,Happy
5.481178,9.592311,0.76969,0.671957,-0.173444,0.69882,0.516089,5.481178,Neutral
4.431609,7.64769,0.726655,0.818355,-0.007398,0.65852,0.619465,4.431609,Neutral
5.868102,10.282803,0.778558,0.964832,0.153568,0.75364,0.760989,5.868102,Neutral
4.174159,9.23854,0.753394,0.589538,-0.156874,0.858596,0.456294,4.174159,Neutral
4.963743,9.987712,0.894707,0.643388,-0.312144,0.935102,0.533525,4.963743,Neutral
5.604596,9.329962,0.839397,0.586663,-0.179103,0.690116,0.540059,5.604596,Neutral
5.196856,8.967003,0.729444,0.906153,0.05547,0.620234,0.7184,5.196856,Neutral
5.746132,10.146054,0.911935,0.775931,-0.141771,0.915677,0.674865,5.746132,Neutral
3.483279,7.716652,0.789081,0.654125,0.106611,0.877886,0.693072,3.483279,Sad
6.827006,10.638618,0.926696,0.906065,0.025248,0.831691,0.750118,6.827006,Happy
4.802618,8.928772,0.55252,0.818995,-0.238182,0.80274,0.548124,4.802618,Neutral
6.229009,10.327725,0.928012,0.820112,-0.085574,0.808822,0.673574,6.229009,Happy
6.183014,10.42469,0.894942,0.892121,-0.21137,0.872229,0.628748,6.183014,Happy
5.121461,7.283199,0.712474,0.705875,0.044265,0.828469,0.644704,5.121461,Neutral
6.853514,10.778384,0.93057,0.80693,0.016307,0.697366,0.793344,6.853514,Happy
7.254794,10.977064,0.914922,0.847287,0.222541,0.445697,0.692706,7.254794,Happy
5.006146,9.55282,0.698293,0.623282,0.128281,0.728307,0.524721,5.006146,Neutral
3.919342,8.569225,0.62233,0.772511,-0.143951,0.799654,0.54651,3.919342,Sad
3.159802,7.59605,0.717243,0.643303,0.002848,0.788523,0.660658,3.159802,Sad
6.457449,10.616002,0.949013,0.777967,-0.054457,0.730338,0.6362,6.457449,Happy
4.27927,7.221341,0.603726,0.637363,0.140232,0.885785,0.717376,4.27927,Neutral
4.589845,8.981644,0.744366,0.385769,-0.060962,0.909882,0.532274,4.589845,Neutral
5.995713,9.09122,0.82622,0.602419,-0.05408,0.955485,0.563796,5.995713,Neutral
5.457299,9.013429,0.816022,0.699658,0.402781,0.95405,0.716958,5.457299,Neutral
5.69487,9.465582,0.780544,0.900428,0.402781,0.866237,0.813895,5.69487,Neutral
6.684653,10.526971,0.890073,0.775144,-0.23216,0.661707,0.555696,6.684653,Happy
6.95,10.876781,0.89892,0.885027,0.111924,0.566931,0.720965,6.95,Happy
7.111364,10.782178,0.936955,0.880154,-0.020142,0.711044,0.752021,7.111364,Happy
5.486372,9.005264,0.678386,0.904177,0.099372,0.723849,0.679202,5.486372,Neutral
5.547682,10.600388,0.830005,0.641715,-0.022307,0.784832,0.682018,5.547682,Neutral
6.873763,10.856683,0.906029,0.870515,0.142289,0.445922,0.709376,6.873763,Happy
6.03933,10.06888,0.906699,0.831966,-0.191735,0.841052,0.715182,6.03933,Happy
5.677081,9.359895,0.86915,0.665864,0.179225,0.755997,0.823039,5.677081,Neutral
7.037817,9.633741,0.916253,0.833656,-0.077811,0.662167,0.698407,7.037817,Happy
6.545588,9.928025,0.895833,0.781609,0.073892,0.801118,0.513719,6.545588,Happy
4.783009,9.564825,0.784828,0.719135,-0.2002,0.822863,0.613812,4.783009,Neutral
3.955008,7.482339,0.743766,0.621849,-0.071974,0.726287,0.486567,3.955008,Sad
4.180202,9.511557,0.686855,0.513184,-0.065253,0.856453,0.472754,4.180202,Neutral
3.979751,7.351137,0.711135,0.582292,-0.041855,0.798496,0.562594,3.979751,Sad
4.576282,9.618797,0.665235,0.800278,0.075116,0.696446,0.532808,4.576282,Neutral
4.735021,9.447546,0.859969,0.823903,-0.079893,0.779742,0.706626,4.735021,Neutral
6.169673,10.789037,0.8627,0.888691,0.081556,0.798496,0.73622,6.169673,Happy
5.922621,10.590102,0.90004,0.838052,-0.146315,0.617483,0.686984,5.922621,Neutral
4.786247,8.204834,0.774267,0.870297,0.402781,0.591633,0.713258,4.786247,Neutral
6.671114,10.066885,0.91787,0.745058,-0.169978,0.854192,0.769468,6.671114,Happy
5.471554,8.539626,0.685059,0.772569,0.058169,0.798842,0.469723,5.471554,Neutral
5.935666,9.459396,0.786518,0.756996,-0.060663,0.91948,0.764844,5.935666,Neutral
6.085955,10.397828,0.885721,0.882961,-0.207867,0.868828,0.840836,6.085955,Happy
5.124211,7.992935,0.843933,0.846542,0.013454,0.74169,0.633298,5.124211,Neutral
5.379471,8.371052,0.870742,0.784301,-0.054378,0.482385,0.637945,5.379471,Neutral
4.996411,8.328712,0.885363,0.720051,-0.076918,0.925794,0.516307,4.996411,Neutral
6.188262,10.527246,0.94994,0.796496,-0.143823,0.839746,0.645089,6.188262,Happy
4.196913,7.447973,0.870043,0.651308,-0.10646,0.798228,0.481123,4.196913,Neutral
4.434237,8.482506,0.762995,0.899064,0.402781,0.681796,0.638368,4.434237,Neutral
5.433583,9.828466,0.876066,0.822385,-0.13523,0.798496,0.644934,5.433583,Neutral
3.703191,7.74668,0.7358,0.667193,-0.110749,0.810457,0.639002,3.703191,Sad
5.309076,10.017822,0.739281,0.470903,-0.220824,0.70185,0.506106,5.309076,Neutral
4.49997,7.577107,0.868556,0.681498,0.030065,0.786132,0.621771,4.49997,Neutral
6.579056,10.110476,0.841388,0.65229,0.094011,0.858125,0.791725,6.579056,Happy
4.04226,7.286824,0.596891,0.731641,0.149962,0.828494,0.636874,4.04226,Neutral
7.302679,10.855984,0.914193,0.89598,0.125214,0.546145,0.710302,7.302679,Happy
7.074325,10.879395,0.892166,0.840728,0.138984,0.445697,0.707114,7.074325,Happy
5.421693,10.102083,0.883621,0.841188,-0.017904,0.891248,0.64676,5.421693,Neutral
7.352979,10.407501,0.936573,0.59253,0.166972,0.922718,0.620062,7.352979,Happy
4.723869,8.601657,0.647976,0.624029,-0.016499,0.657093,0.630584,4.723869,Neutral
5.646852,10.094642,0.822759,0.778696,-0.068278,0.673066,0.643042,5.646852,Neutral
4.97559,9.625049,0.766368,0.660319,-0.053119,0.824179,0.55081,4.97559,Neutral
5.782557,9.360538,0.796768,0.703041,-0.071088,0.869899,0.741468,5.782557,Neutral
6.500194,10.432828,0.899779,0.798949,-0.069104,0.927871,0.659939,6.500194,Happy
4.653104,9.570357,0.853151,0.670194,0.063536,0.90196,0.501355,4.653104,Neutral
7.122211,10.836452,0.93635,0.941382,0.296715,0.490111,0.746153,7.122211,Happy
5.260721,8.462947,0.904678,0.784301,0.003303,0.610258,0.64604,5.260721,Neutral
5.959049,9.517997,0.879554,0.832602,-0.095803,0.875061,0.630283,5.959049,Neutral
4.192882,7.53824,0.830155,0.800667,-0.020445,0.854992,0.627987,4.192882,Neutral
7.152786,10.544352,0.961043,0.916165,0.000982,0.777272,0.694323,7.152786,Happy
6.561247,10.758425,0.911718,0.891087,-0.152976,0.798496,0.673558,6.561247,Happy
6.294282,10.769576,0.840086,0.814142,-0.137549,0.798496,0.702725,6.294282,Happy
4.927996,9.126852,0.753048,0.660884,0.06789,0.855206,0.564686,4.927996,Neutral
5.083133,9.467565,0.859459,0.578669,-0.235876,0.932535,0.538532,5.083133,Neutral
5.48547,9.241248,0.833047,0.525223,-0.161825,0.863665,0.564474,5.48547,Neutral
3.875382,9.834218,0.860272,0.663528,-0.236376,0.947979,0.489642,3.875382,Sad
4.941514,8.678713,0.804861,0.893351,0.028176,0.812448,0.828576,4.941514,Neutral
7.648786,10.936295,0.958219,0.935438,0.01181,0.445697,0.773033,7.648786,Happy
6.295645,10.407551,0.931973,0.815522,0.058894,0.799862,0.671202,6.295645,Happy
4.344611,8.936828,0.863599,0.723848,0.055142,0.837785,0.638568,4.344611,Neutral
6.586717,11.587486,0.876409,0.878701,0.060268,0.445697,0.69699,6.586717,Happy
4.205635,7.55839,0.764401,0.644682,-0.002879,0.720542,0.590087,4.205635,Neutral
5.488087,9.569242,0.781604,0.844324,-0.18143,0.583473,0.536563,5.488087,Neutral
4.668911,9.985267,0.806939,0.437065,-0.186859,0.94209,0.536985,4.668911,Neutral
4.784804,8.481585,0.750277,0.56692,0.046542,0.746938,0.72937,4.784804,Neutral
3.685568,8.115053,0.664099,0.854004,0.092377,0.814191,0.652999,3.685568,Sad
7.175497,10.79881,0.922719,0.945783,0.099992,0.445697,0.772559,7.175497,Happy
6.269287,9.873831,0.797262,0.885488,-0.088417,0.751283,0.730168,6.269287,Happy
5.362475,10.999467,0.831066,0.830657,0.133959,0.445697,0.535812,5.362475,Neutral
3.272092,7.278899,0.504608,0.738372,0.014071,0.74527,0.51998,3.272092,Sad
4.497477,6.850804,0.829852,0.480394,0.009412,0.912992,0.555594,4.497477,Neutral
5.057,9.310995,0.947489,0.759741,0.083385,0.900452,0.554554,5.057,Neutral
4.53502,8.067017,0.72827,0.849283,0.208332,0.81407,0.637271,4.53502,Neutral
7.370286,10.66702,0.953863,0.9493,0.113347,0.445697,0.785059,7.370286,Happy
6.802389,9.800165,0.87639,0.778121,-0.05501,0.692892,0.74526,6.802389,Happy
6.299238,10.783936,0.932083,0.837544,0.246261,0.75754,0.671104,6.299238,Happy
7.103661,10.78321,0.909186,0.890711,0.010701,0.573664,0.738157,7.103661,Happy
3.587908,9.471326,0.685646,0.499206,-0.102335,0.895419,0.373127,3.587908,Sad
4.372156,7.948086,0.760294,0.777263,-0.084676,0.850535,0.669948,4.372156,Neutral
2.178809,9.471698,0.506775,0.422697,-0.163791,0.905279,0.327681,2.178809,Sad
7.433148,10.48001,0.892697,0.722269,0.135576,0.891295,0.654481,7.433148,Happy
5.326249,8.99447,0.504608,0.761806,-0.204333,0.817367,0.554496,5.326249,Neutral
4.454361,8.995829,0.798034,0.771143,-0.165975,0.798496,0.669666,4.454361,Neutral
6.021803,9.227262,0.779398,0.736881,-0.113802,0.774305,0.795992,6.021803,Happy
5.131996,9.392828,0.829496,0.693142,-0.175129,0.798496,0.469229,5.131996,Neutral
2.902734,7.774961,0.637756,0.775485,0.175473,0.739247,0.649171,2.902734,Sad
6.173176,10.77884,0.847745,0.945233,0.115053,0.798496,0.72951,6.173176,Happy
6.299433,10.171749,0.929064,0.900705,0.049508,0.812061,0.626281,6.299433,Happy
4.910087,8.221292,0.768336,0.770094,0.107329,0.741753,0.457213,4.910087,Neutral
4.440526,7.813568,0.817658,0.617605,0.276357,0.900029,0.589481,4.440526,Neutral
6.307098,10.62696,0.879598,0.677777,-0.033932,0.798496,0.645319,6.307098,Happy
4.309238,7.607653,0.884722,0.649463,0.074937,0.837546,0.708793,4.309238,Neutral
7.340688,10.662058,0.967892,0.934973,0.263428,0.445697,0.76977,7.340688,Happy
7.271054,9.721187,0.915141,0.88103,0.038453,0.762587,0.826531,7.271054,Happy
5.079139,8.127007,0.596515,0.760728,-0.024263,0.727796,0.572091,5.079139,Neutral
3.55302,9.445679,0.865625,0.826219,-0.140635,0.813985,0.616944,3.55302,Sad
7.40057,10.53089,0.88907,0.706975,0.087721,0.81804,0.567181,7.40057,Happy
6.855329,10.794433,0.943549,0.860954,-0.004647,0.511976,0.743678,6.855329,Happy
4.98022,8.438662,0.722082,0.536721,0.063216,0.913196,0.730263,4.98022,Neutral
4.556741,9.284132,0.809219,0.655845,-0.146828,0.817527,0.537922,4.556741,Neutral
6.649365,10.664038,0.937097,0.84132,-0.154731,0.607905,0.705462,6.649365,Happy
5.796063,10.386622,0.818431,0.589123,-0.222804,0.805382,0.607939,5.796063,Neutral
4.868937,8.513705,0.780889,0.720121,0.209318,0.876502,0.721117,4.868937,Neutral
5.778874,8.813483,0.816783,0.781674,-0.043374,0.824854,0.688716,5.778874,Neutral
4.76974,9.535627,0.87539,0.774136,-0.081998,0.812859,0.742891,4.76974,Neutral
6.085579,8.756054,0.83132,0.778939,-0.040327,0.762605,0.742099,6.085579,Happy
4.277191,9.275876,0.72326,0.504082,-0.200981,0.899797,0.502904,4.277191,Neutral
7.008065,10.668794,0.935351,0.833327,-0.036686,0.668876,0.702372,7.008065,Happy
5.589001,8.944196,0.723094,0.583702,0.049891,0.91132,0.666833,5.589001,Neutral
4.462399,9.208023,0.695109,0.627722,0.000741,0.757109,0.487018,4.462399,Neutral
5.386307,8.940129,0.655409,0.816556,-0.248023,0.717356,0.658136,5.386307,Neutral
6.480031,10.951714,0.861948,0.750525,-0.048645,0.798496,0.686251,6.480031,Happy
6.17801,10.636845,0.89865,0.788857,-0.237367,0.64301,0.669617,6.17801,Happy
5.911059,10.18801,0.925751,0.620004,-0.032157,0.906532,0.584857,5.911059,Neutral
3.624664,7.955011,0.504608,0.733384,-0.029445,0.850098,0.554649,3.624664,Sad
4.888177,10.082167,0.795451,0.540723,-0.234562,0.698065,0.551321,4.888177,Neutral
6.69979,10.706448,0.829634,0.603456,-0.144252,0.798496,0.698994,6.69979,Happy
3.705894,6.694147,0.504608,0.489863,-0.063365,0.677108,0.571715,3.705894,Sad
6.006279,10.169434,0.923373,0.882938,0.021588,0.720169,0.652438,6.006279,Happy
5.936869,10.727664,0.877115,0.862003,-0.008172,0.71462,0.641039,5.936869,Neutral
6.011562,9.77957,0.873052,0.904828,0.254774,0.906596,0.782851,6.011562,Happy
3.769919,7.634238,0.821206,0.834174,0.002548,0.897995,0.634925,3.769919,Sad
5.819827,8.019668,0.504608,0.713264,-0.00027,0.746511,0.625309,5.819827,Neutral
6.734222,11.433055,0.90341,0.897557,-0.043462,0.445697,0.693962,6.734222,Happy
3.794838,9.009834,0.754615,0.374542,-0.17273,0.834076,0.595249,3.794838,Sad
6.325119,9.026684,0.826492,0.914522,-0.064078,0.799748,0.81884,6.325119,Happy
4.741132,9.309884,0.732954,0.64968,-0.198503,0.840117,0.53587,4.741132,Neutral
5.336371,9.594893,0.717592,0.53262,0.042899,0.871644,0.553412,5.336371,Neutral
6.675666,10.680718,0.937332,0.923643,0.243531,0.690495,0.665944,6.675666,Happy
6.22982,10.154905,0.874381,0.814988,-0.026871,0.835945,0.778553,6.22982,Happy
5.302619,10.248492,0.802606,0.481617,-0.265134,0.898471,0.593828,5.302619,Neutral
6.666265,10.513204,0.886447,0.800019,-0.2088,0.667025,0.593892,6.666265,Happy
7.03374,9.970769,0.905029,0.721394,0.005696,0.889424,0.839467,7.03374,Happy
7.507559,10.859928,0.956344,0.941572,0.112138,0.445697,0.779868,7.507559,Happy
4.513655,9.543267,0.870313,0.787428,-0.140966,0.864782,0.708703,4.513655,Neutral
4.883991,8.312363,0.655441,0.777783,-0.147698,0.762783,0.573507,4.883991,Neutral
4.197696,8.167293,0.633198,0.757478,0.00039,0.889738,0.713852,4.197696,Neutral
4.741408,8.101195,0.728694,0.69803,-0.027186,0.925447,0.591878,4.741408,Neutral
7.596332,11.059546,0.959743,0.954352,0.124984,0.445697,0.80943,7.596332,Happy
7.109076,10.803154,0.925304,0.911526,0.105329,0.445697,0.780722,7.109076,Happy
4.725017,9.159455,0.728285,0.76242,-0.046794,0.709726,0.66342,4.725017,Neutral
7.780348,10.791038,0.937416,0.947617,-0.057518,0.445697,0.732282,7.780348,Happy
4.298451,8.609567,0.661467,0.834114,0.093153,0.892142,0.637743,4.298451,Neutral
5.787379,9.391799,0.908927,0.804678,0.028878,0.798496,0.613807,5.787379,Neutral
7.481753,10.733993,0.939067,0.930341,0.243819,0.445697,0.811577,7.481753,Happy
6.86648,10.223569,0.89572,0.811338,0.009639,0.814465,0.859787,6.86648,Happy
6.613807,10.736824,0.865515,0.798249,-0.026758,0.532777,0.68819,6.613807,Happy
6.421294,9.140171,0.796193,0.87308,-0.04905,0.812035,0.843147,6.421294,Happy
4.500432,8.473754,0.819334,0.735071,0.033849,0.848294,0.717252,4.500432,Neutral
7.159011,10.560252,0.889661,0.772297,0.146815,0.804057,0.601827,7.159011,Happy
5.139579,9.554884,0.663707,0.730215,0.201935,0.685038,0.574902,5.139579,Neutral
6.838761,10.799335,0.903559,0.766918,-0.171891,0.633627,0.619125,6.838761,Happy
5.055726,8.533009,0.790215,0.695983,0.011087,0.83435,0.794058,5.055726,Neutral
4.297849,7.530742,0.718719,0.744308,0.034556,0.702881,0.627145,4.297849,Neutral
7.233445,10.749503,0.928484,0.837508,0.219792,0.445697,0.736233,7.233445,Happy
4.347544,8.126893,0.767047,0.811575,0.118863,0.770644,0.687514,4.347544,Neutral
7.510035,10.908993,0.98494,0.95161,0.27439,0.7193,0.807858,7.510035,Happy
7.217767,11.001253,0.855877,0.919793,0.237741,0.798496,0.71947,7.217767,Happy
5.685221,8.567575,0.877028,0.920436,-0.007796,0.88454,0.62495,5.685221,Neutral
4.639647,9.527179,0.798305,0.613056,-0.091084,0.919845,0.550913,4.639647,Neutral
6.243429,10.375249,0.933088,0.771122,-0.133315,0.925847,0.676153,6.243429,Happy
5.79146,9.436702,0.960158,0.701358,0.089678,0.798496,0.633318,5.79146,Neutral
5.940446,10.222281,0.917074,0.685299,-0.163034,0.86764,0.583289,5.940446,Neutral
6.150879,10.265909,0.81793,0.84516,-0.223677,0.92117,0.648866,6.150879,Happy
7.368744,10.846117,0.912061,0.918036,0.140748,0.445697,0.752162,7.368744,Happy
5.597375,9.185947,0.904828,0.719413,0.402709,0.970144,0.757047,5.597375,Neutral
6.154049,8.90974,0.915276,0.970295,0.294813,0.511197,0.75128,6.154049,Happy
5.346513,9.38074,0.801918,0.865859,0.402781,0.860785,0.800204,5.346513,Neutral
3.561047,7.625445,0.616173,0.924232,0.053259,0.445697,0.765132,3.561047,Sad
7.006904,10.894216,0.977378,0.952034,0.376204,0.589913,0.786444,7.006904,Happy
6.249586,8.460876,0.902223,0.934885,0.10057,0.931318,0.672107,6.249586,Happy
3.585127,7.176826,0.686471,0.720373,0.243466,0.830483,0.634749,3.585127,Sad
6.062891,10.392481,0.924754,0.904386,-0.025271,0.890754,0.598477,6.062891,Happy
3.460183,7.529242,0.733067,0.566795,-0.074733,0.880934,0.523712,3.460183,Sad
5.097154,8.48517,0.818869,0.675631,0.226033,0.825975,0.711917,5.097154,Neutral
7.414868,10.785542,0.933749,0.945145,0.15733,0.445697,0.799358,7.414868,Happy
5.103721,8.036323,0.856657,0.703027,0.00095,0.631888,0.587448,5.103721,Neutral
4.224593,9.282117,0.824357,0.800397,0.154795,0.822879,0.761136,4.224593,Neutral
4.74185,7.67501,0.741359,0.753213,-0.071507,0.862655,0.664621,4.74185,Neutral
4.119493,8.381088,0.615449,0.785907,-0.090701,0.790386,0.58602,4.119493,Neutral
6.635222,10.704975,0.931495,0.83389,-0.129057,0.601486,0.715806,6.635222,Happy
5.64769,10.384801,0.810903,0.600166,-0.101789,0.787497,0.595679,5.64769,Neutral
7.111599,10.815255,0.919755,0.912402,0.234271,0.453676,0.7398,7.111599,Happy
6.691425,9.551654,0.878108,0.781931,-0.083114,0.688273,0.717656,6.691425,Happy
6.166838,10.505275,0.928188,0.920863,-0.030687,0.828795,0.582311,6.166838,Happy
4.93856,8.388633,0.77964,0.584222,0.114721,0.89189,0.755055,4.93856,Neutral
4.668518,9.272006,0.772754,0.364967,-0.130517,0.93303,0.464506,4.668518,Neutral
6.144677,11.149061,0.866255,0.776382,-0.081117,0.445697,0.450022,6.144677,Happy
5.005811,7.934187,0.809826,0.76373,-0.072236,0.59691,0.66342,5.005811,Neutral
4.906618,8.737954,0.817771,0.607669,-0.151452,0.812465,0.543776,4.906618,Neutral
7.026227,10.929475,0.903192,0.822662,0.2085,0.710034,0.76452,7.026227,Happy
5.066164,9.213209,0.74418,0.611083,-0.105124,0.800866,0.548719,5.066164,Neutral
3.922484,7.459066,0.782916,0.786859,-0.030392,0.649105,0.725443,3.922484,Sad
6.20546,8.870411,0.920821,0.969898,0.308395,0.52036,0.746031,6.20546,Happy
6.653942,9.502946,0.916326,0.861233,-0.059442,0.445697,0.667157,6.653942,Happy
4.75122,8.451591,0.750832,0.521889,-0.130751,0.750208,0.499074,4.75122,Neutral
4.02935,7.428617,0.616205,0.525222,0.04719,0.819789,0.563527,4.02935,Neutral
6.561042,11.306365,0.904474,0.821816,-0.154827,0.445697,0.403699,6.561042,Happy
6.697131,10.083051,0.926492,0.881224,-0.179678,0.850906,0.767845,6.697131,Happy
5.321928,8.540911,0.733469,0.825906,0.119957,0.834892,0.682211,5.321928,Neutral
4.204157,9.237942,0.736645,0.451543,-0.143244,0.880383,0.458451,4.204157,Neutral
2.701591,7.365848,0.637666,0.671431,-0.066511,0.902673,0.519482,2.701591,Sad
5.069054,8.345366,0.854936,0.69892,-0.145137,0.896227,0.55367,5.069054,Neutral
4.162165,8.178988,0.72861,0.95632,0.204405,0.82513,0.731493,4.162165,Neutral
4.453083,9.315199,0.738764,0.506487,-0.224628,0.92039,0.510198,4.453083,Neutral
5.999859,9.380613,0.899034,0.770954,-0.083317,0.739464,0.587277,5.999859,Neutral
7.470513,10.881422,0.944157,0.939356,0.125893,0.702721,0.672192,7.470513,Happy
5.252193,8.460006,0.898025,0.73629,0.350036,0.896767,0.617241,5.252193,Neutral
3.838486,8.034251,0.721833,0.499674,-0.083852,0.731508,0.622124,3.838486,Sad
4.9914,9.502946,0.879567,0.746304,-0.133647,0.513372,0.707874,4.9914,Neutral
4.124343,9.294217,0.717382,0.477957,-0.22598,0.868827,0.366641,4.124343,Neutral
6.549579,9.917302,0.858069,0.8162,-0.185955,0.808638,0.815285,6.549579,Happy
3.435275,9.649758,0.750399,0.739403,-0.218454,0.83094,0.623351,3.435275,Sad
6.10612,10.764579,0.84152,0.867274,-0.106481,0.798496,0.643222,6.10612,Happy
6.009953,9.598021,0.814329,0.791508,0.086184,0.738571,0.66155,6.009953,Happy
4.235657,6.904775,0.606639,0.648728,-0.058741,0.748753,0.689175,4.235657,Neutral
6.018496,9.019994,0.790755,0.733356,-0.16275,0.804544,0.816157,6.018496,Happy
3.909149,9.127315,0.702918,0.773113,-0.148065,0.655549,0.479504,3.909149,Sad
7.400689,10.883644,0.945142,0.919704,0.112119,0.770586,0.71215,7.400689,Happy
3.466388,7.423389,0.749633,0.904272,-0.030881,0.445697,0.72764,3.466388,Sad
5.39652,8.448008,0.932677,0.650254,0.084848,0.843539,0.837169,5.39652,Neutral
6.52179,10.771496,0.923211,0.765557,-0.138459,0.758266,0.672131,6.52179,Happy
3.97282,8.10011,0.621303,0.560182,0.075485,0.793758,0.688426,3.97282,Sad
5.75947,10.030233,0.891717,0.839832,-0.176877,0.876682,0.666792,5.75947,Neutral
4.976361,8.057199,0.504608,0.77036,-0.018436,0.698347,0.638348,4.976361,Neutral
5.396535,9.465392,0.872086,0.847975,0.008968,0.788255,0.738087,5.396535,Neutral
5.870189,9.211525,0.868041,0.874268,-0.091159,0.909644,0.718355,5.870189,Neutral
4.594851,9.711268,0.717357,0.524063,0.031155,0.926726,0.475367,4.594851,Neutral
6.054838,10.396153,0.92809,0.817082,0.017752,0.84423,0.631816,6.054838,Happy
4.6223,8.256783,0.698646,0.817545,0.143667,0.769948,0.414381,4.6223,Neutral
6.091082,10.409469,0.961409,0.73248,-0.12911,0.841283,0.664986,6.091082,Happy
6.53275,10.104988,0.827142,0.768881,0.03229,0.811511,0.752153,6.53275,Happy
7.470716,10.856304,0.938885,0.877119,0.282386,0.445697,0.752868,7.470716,Happy
5.847684,10.602811,0.908987,0.574766,-0.069849,0.912753,0.646102,5.847684,Neutral
6.245112,10.702875,0.851001,0.698562,-0.052536,0.819013,0.635908,6.245112,Happy
5.381943,9.682955,0.811169,0.789599,-0.157764,0.70473,0.530931,5.381943,Neutral
5.128988,9.583679,0.632629,0.601222,0.039843,0.868343,0.540651,5.128988,Neutral
5.525923,9.758502,0.918,0.700064,-0.168347,0.706121,0.531848,5.525923,Neutral
5.855717,8.934687,0.802149,0.865472,0.014793,0.820924,0.808444,5.855717,Neutral
5.498421,10.969893,0.832078,0.799743,0.094129,0.445697,0.568555,5.498421,Neutral
5.787616,10.207419,0.778537,0.564614,-0.246164,0.764325,0.629382,5.787616,Neutral
6.37488,9.46769,0.914373,0.827868,-0.014806,0.868372,0.828551,6.37488,Happy
6.48859,10.430639,0.825631,0.848597,-0.202025,0.904699,0.627911,6.48859,Happy
5.389625,10.382052,0.75361,0.523679,-0.108061,0.77096,0.553983,5.389625,Neutral
5.811265,10.398572,0.936075,0.935824,0.03704,0.707798,0.608156,5.811265,Neutral
4.270435,8.176389,0.78922,0.583595,0.085896,0.912947,0.678683,4.270435,Neutral
6.429873,10.516722,0.958171,0.914573,0.031501,0.445697,0.7649,6.429873,Happy
6.72178,10.754302,0.86344,0.857063,0.307589,0.445697,0.722764,6.72178,Happy
7.418048,10.707299,0.961552,0.957306,0.246243,0.502681,0.783299,7.418048,Happy
5.304066,9.841501,0.865744,0.568634,-0.093374,0.848967,0.547315,5.304066,Neutral
6.027635,10.091987,0.775818,0.54191,-0.249594,0.92386,0.571653,6.027635,Happy
3.481348,7.521126,0.742262,0.709965,-0.006056,0.800758,0.603992,3.481348,Sad
6.391379,10.523158,0.952544,0.824061,-0.129143,0.829205,0.626346,6.391379,Happy
6.85068,9.704122,0.915759,0.912006,0.086976,0.815713,0.838357,6.85068,Happy
6.539855,11.071845,0.860503,0.915036,0.04891,0.798496,0.66342,6.539855,Happy
5.388766,10.125514,0.883417,0.625848,-0.284456,0.93513,0.564265,5.388766,Neutral
6.585246,11.073936,0.926412,0.818781,-0.000005,0.675122,0.69434,6.585246,Happy
5.713295,9.518132,0.902043,0.891171,-0.008051,0.809901,0.82033,5.713295,Neutral
6.221095,11.011855,0.888917,0.93405,0.081556,0.798496,0.794145,6.221095,Happy
4.573155,7.467755,0.625597,0.802643,0.108845,0.567027,0.623456,4.573155,Neutral
5.024191,9.189364,0.910188,0.671075,-0.096606,0.900687,0.785477,5.024191,Neutral
6.282364,9.807331,0.873082,0.925836,0.337995,0.8893,0.81071,6.282364,Happy
7.524521,11.064667,0.938339,0.891277,0.118214,0.445697,0.740782,7.524521,Happy
7.404016,11.648702,0.912105,0.930321,-0.051408,0.445697,0.741738,7.404016,Happy
6.751068,9.502946,0.900833,0.798835,-0.037244,0.710567,0.743169,6.751068,Happy
5.103827,8.450397,0.857186,0.790831,0.070441,0.818949,0.770376,5.103827,Neutral
5.783891,9.497788,0.888634,0.870159,0.386058,0.897753,0.783649,5.783891,Neutral
5.131434,9.624699,0.787605,0.895378,-0.163686,0.798496,0.721579,5.131434,Neutral
6.897091,10.562043,0.964054,0.906422,-0.135278,0.8837,0.748342,6.897091,Happy
5.123664,9.348645,0.766828,0.390342,0.038656,0.969836,0.489301,5.123664,Neutral
4.424379,8.531302,0.621467,0.809383,-0.030642,0.832142,0.651043,4.424379,Neutral
