@relation 'World Happiness Report 2024-weka.filters.unsupervised.attribute.Remove-R1,2,6_transformed_reordered'

@attribute 'Log GDP per capita' numeric
@attribute 'Social support' numeric
@attribute 'Freedom to make life choices' numeric
@attribute Generosity numeric
@attribute 'Perceptions of corruption' numeric
@attribute 'Positive affect' numeric
@attribute 'Negative affect' numeric
@attribute 'Life Ladder Numeric' numeric
@attribute 'Life Ladder Category' {'Very Sad',Sad,Neutral,Happy,'Very Happy'}

@data
6.998997,10.938104,0.876287,0.855503,0.137435,0.524212,0.717616,6.998997,Happy
5.562905,9.43012,0.945758,0.710675,0.142428,0.873167,0.562205,5.562905,Neutral
4.319712,9.238925,0.676446,0.501864,-0.220027,0.892544,0.469874,4.319712,Neutral
5.908279,9.977073,0.882305,0.819479,-0.01438,0.816257,0.68486,5.908279,Neutral
6.495133,10.744189,0.826695,0.661042,-0.084862,0.798496,0.691166,6.495133,Happy
4.211565,9.029288,0.77927,0.709974,-0.181714,0.692341,0.739476,4.211565,Neutral
5.767792,10.373845,0.87499,0.913131,-0.244226,0.867157,0.613749,5.767792,Neutral
5.252227,7.812669,0.630433,0.731157,0.08767,0.778394,0.727271,5.252227,Neutral
3.347121,7.806948,0.70501,0.800496,0.112472,0.653606,0.662318,3.347121,Sad
6.320673,9.51184,0.886402,0.776645,-0.02167,0.728038,0.774856,6.320673,Happy
3.412483,7.615059,0.637714,0.683558,0.002137,0.705246,0.643383,3.412483,Sad
5.867422,9.310437,0.759434,0.487496,-0.208715,0.877003,0.565759,5.867422,Neutral
5.217018,9.308296,0.84071,0.558487,-0.115957,0.7119,0.498022,5.217018,Neutral
6.61955,10.690792,0.96349,0.846624,-0.117172,0.781007,0.684765,6.61955,Happy
4.572567,9.861598,0.712611,0.620627,-0.015889,0.855778,0.442211,4.572567,Neutral
5.354462,9.245416,0.804009,0.828512,-0.162773,0.85478,0.754971,5.354462,Neutral
6.207882,9.249233,0.909084,0.738236,-0.011116,0.945988,0.752819,6.207882,Happy
7.88935,10.76577,0.961621,0.962424,-0.122666,0.445697,0.747939,7.88935,Happy
6.318612,10.558348,0.941737,0.768174,-0.053964,0.818559,0.629934,6.318612,Happy
4.56308,7.272804,0.511616,0.785767,0.031983,0.824018,0.6527,4.56308,Neutral
5.034863,9.5362,0.84772,0.738339,-0.147067,0.819824,0.727414,5.034863,Neutral
5.716967,10.383067,0.885925,0.646464,-0.223317,0.932686,0.66688,5.716967,Neutral
6.519098,10.34046,0.95416,0.761897,-0.081422,0.900534,0.69453,6.519098,Happy
5.949995,10.097837,0.931349,0.740133,-0.042828,0.713844,0.682068,5.949995,Neutral
3.95564,8.044061,0.719218,0.534041,-0.129967,0.651009,0.616151,3.95564,Sad
4.887326,9.538724,0.898096,0.862449,-0.138307,0.852695,0.716542,4.887326,Neutral
5.094526,10.367164,0.863907,0.721036,-0.111819,0.947879,0.681019,5.094526,Neutral
5.53475,9.723675,0.808857,0.792966,0.18789,0.884325,0.563353,5.53475,Neutral
6.655352,9.502946,0.871551,0.794508,-0.037244,0.640639,0.747687,6.655352,Happy
4.287736,9.434255,0.697925,0.613697,-0.154761,0.864683,0.552407,4.287736,Neutral
6.962819,9.763516,0.868221,0.682463,-0.082439,0.764226,0.76313,6.962819,Happy
2.661718,7.64783,0.504608,0.427011,-0.122848,0.954393,0.43527,2.661718,Sad
7.501876,10.859633,0.956537,0.921448,0.343611,0.445697,0.74519,7.501876,Happy
4.930678,8.603686,0.590316,0.744901,-0.000185,0.865012,0.469025,4.930678,Neutral
4.81531,8.933032,0.675075,0.595633,0.159503,0.968212,0.675309,4.81531,Neutral
6.393229,9.993596,0.892118,0.831684,-0.129061,0.846094,0.720122,6.393229,Happy
4.653583,6.884682,0.755583,0.514437,-0.0005,0.864335,0.611058,4.653583,Neutral
4.339087,7.368637,0.70061,0.549535,-0.01478,0.719983,0.69872,4.339087,Neutral
5.992826,9.088531,0.848765,0.694006,0.082013,0.835569,0.760633,5.992826,Neutral
4.571419,7.386387,0.708302,0.590451,-0.034525,0.868966,0.565419,4.571419,Neutral
5.117178,9.428471,0.655724,0.630698,-0.058187,0.959854,0.485844,5.117178,Neutral
3.154578,7.656878,0.685151,0.667636,-0.079007,0.756945,0.609917,3.154578,Sad
5.984601,8.953397,0.82965,0.884005,0.039446,0.81677,0.822217,5.984601,Neutral
5.343166,10.211227,0.77031,0.715822,-0.111835,0.89156,0.618256,5.343166,Neutral
3.32595,7.508565,0.745217,0.741257,-0.018215,0.764721,0.592103,3.32595,Sad
6.452118,10.526175,0.941216,0.903937,0.395181,0.669645,0.605656,6.452118,Happy
5.686612,9.465401,0.816733,0.828516,-0.08429,0.884789,0.552044,5.686612,Neutral
3.867638,7.272828,0.504608,0.801391,0.028963,0.834825,0.602146,3.867638,Sad
4.472149,8.533226,0.784827,0.466561,-0.180697,0.841835,0.710193,4.472149,Neutral
7.26229,10.743808,0.934875,0.923843,0.299933,0.597554,0.676886,7.26229,Happy
3.660597,7.743152,0.790263,0.758685,0.145067,0.906423,0.606503,3.660597,Sad
6.89414,9.900964,0.937078,0.640219,0.074337,0.915287,0.788678,6.89414,Happy
4.695239,8.683147,0.766101,0.556041,-0.17271,0.774301,0.536447,4.695239,Neutral
4.724444,8.231358,0.581765,0.667682,-0.051157,0.764894,0.537135,4.724444,Neutral
6.309239,9.234483,0.877814,0.890671,-0.145813,0.88533,0.721723,6.309239,Happy
3.29622,7.670073,0.666172,0.651987,-0.072935,0.752632,0.640609,3.29622,Sad
4.922099,7.607178,0.6848,0.718729,0.402781,0.69107,0.758668,4.922099,Neutral
5.145833,8.216465,0.683593,0.75584,-0.076934,0.891188,0.572614,5.145833,Neutral
5.295535,8.901627,0.716827,0.638937,-0.021303,0.785099,0.833023,5.295535,Neutral
7.24963,10.564982,0.930029,0.901853,0.280488,0.445697,0.78551,7.24963,Happy
7.118364,10.886154,0.919763,0.876888,0.028176,0.495674,0.740175,7.118364,Happy
4.254446,9.332182,0.532586,0.658724,-0.274565,0.445697,0.443486,4.254446,Neutral
4.505141,9.281789,0.701545,0.482242,-0.226395,0.882402,0.461158,4.505141,Neutral
5.66387,9.768593,0.879114,0.80793,-0.155576,0.596767,0.684608,5.66387,Neutral
6.242094,10.409093,0.878268,0.882886,-0.236807,0.696057,0.612847,6.242094,Happy
5.864799,8.933479,0.821345,0.881059,0.013757,0.831854,0.769011,5.864799,Neutral
7.670627,10.795855,0.95134,0.934179,0.02162,0.445697,0.691434,7.670627,Happy
4.313615,8.588065,0.801596,0.466889,-0.121464,0.710529,0.665246,4.313615,Neutral
5.493978,10.155575,0.824165,0.780559,-0.145537,0.645839,0.635469,5.493978,Neutral
5.838051,9.245304,0.83928,0.723079,-0.068904,0.805639,0.770916,5.838051,Neutral
5.095342,8.507943,0.903226,0.784301,-0.039932,0.51872,0.664853,5.095342,Neutral
3.834202,7.934118,0.602409,0.64089,-0.167802,0.869894,0.696441,3.834202,Sad
5.427954,10.228263,0.842499,0.915779,0.119172,0.781944,0.734579,5.427954,Neutral
7.450047,10.713649,0.95452,0.932059,0.311334,0.445697,0.761716,7.450047,Happy
5.082129,9.197989,0.847574,0.830102,0.273348,0.633956,0.723233,5.082129,Neutral
5.104125,9.553696,0.734571,0.72235,-0.159617,0.82153,0.619681,5.104125,Neutral
6.362125,8.685057,0.836292,0.906491,-0.00815,0.531651,0.772143,6.362125,Happy
7.564625,10.878107,0.979858,0.923243,0.256989,0.664466,0.805808,7.564625,Happy
5.495289,10.188161,0.88702,0.714466,-0.078326,0.823048,0.620992,5.495289,Neutral
7.515997,10.778195,0.923092,0.911609,0.12028,0.445697,0.762801,7.515997,Happy
4.123319,8.684572,0.504608,0.893013,0.088946,0.746207,0.503551,4.123319,Neutral
7.698747,10.967554,0.944927,0.933439,0.129834,0.445697,0.791891,7.698747,Happy
3.7354,7.734831,0.768425,0.732971,-0.081932,0.723612,0.685256,3.7354,Sad
7.415682,11.055703,0.958511,0.959533,0.100618,0.445697,0.766967,7.415682,Happy
6.964097,11.627478,0.913908,0.916521,0.048049,0.445697,0.7256,6.964097,Happy
5.892539,8.804467,0.945102,0.983803,0.19927,0.798496,0.771257,5.892539,Neutral
6.658043,10.758543,0.885866,0.874444,0.26972,0.49003,0.719034,6.658043,Happy
6.007375,10.788364,0.852551,0.849521,0.105753,0.798496,0.653345,6.007375,Happy
6.935122,10.783341,0.927117,0.855267,-0.05606,0.757573,0.718187,6.935122,Happy
5.172608,9.060741,0.824977,0.878287,0.402781,0.962295,0.747677,5.172608,Neutral
4.435811,9.211298,0.844592,0.739035,-0.181955,0.879071,0.643717,4.435811,Neutral
5.627124,10.411366,0.770176,0.715066,0.053511,0.868238,0.66148,5.627124,Neutral
4.041488,8.139133,0.71772,0.790626,0.044853,0.810731,0.662484,4.041488,Neutral
6.075547,11.232565,0.91895,0.769072,-0.24227,0.445697,0.788459,6.075547,Happy
3.677826,7.056533,0.504608,0.780018,-0.015853,0.834499,0.501873,3.677826,Sad
4.477133,8.211859,0.824969,0.672685,0.005912,0.798496,0.523652,4.477133,Neutral
4.49301,8.901949,0.920116,0.484081,0.062447,0.961714,0.513793,4.49301,Neutral
5.964075,9.384984,0.855889,0.80087,-0.119607,0.665828,0.816487,5.964075,Neutral
6.888284,10.878036,0.97743,0.885196,0.264505,0.708049,0.851445,6.888284,Happy
6.695077,10.637453,0.943601,0.907835,0.093451,0.831001,0.742507,6.695077,Happy
4.41893,7.529865,0.705393,0.659103,0.001229,0.692724,0.554708,4.41893,Neutral
3.61648,7.783066,0.775388,0.762675,-0.054584,0.844209,0.657524,3.61648,Sad
6.892172,10.841804,0.929816,0.808387,-0.130479,0.630412,0.681713,6.892172,Happy
4.64091,7.71445,0.800461,0.687482,0.139875,0.877587,0.705436,4.64091,Neutral
5.384702,9.858006,0.791666,0.87432,-0.013196,0.858095,0.740035,5.384702,Neutral
7.024582,10.846434,0.89646,0.875769,0.187309,0.48158,0.731053,7.024582,Happy
3.569762,8.056148,0.56432,0.398295,0.259284,0.777404,0.597597,3.569762,Sad
4.741295,8.944544,0.731278,0.747246,-0.132683,0.706553,0.830043,4.741295,Neutral
4.669946,8.561695,0.795313,0.828273,0.058051,0.841299,0.755979,4.669946,Neutral
4.999114,8.054155,0.864023,0.66285,-0.00118,0.88215,0.770685,4.999114,Neutral
4.4143,6.906827,0.822286,0.556099,0.006495,0.813676,0.51937,4.4143,Neutral
4.68047,9.540639,0.725194,0.537484,-0.110237,0.795119,0.521694,4.68047,Neutral
7.034931,11.422528,0.960311,0.882098,0.000456,0.445697,0.752609,7.034931,Happy
5.5637,8.503861,0.904273,0.917871,0.198732,0.902516,0.659908,5.5637,Neutral
5.467451,9.235229,0.847592,0.952469,-0.148437,0.787889,0.657786,5.467451,Neutral
4.349675,7.894578,0.779038,0.519063,0.077227,0.910802,0.538355,4.349675,Neutral
4.88515,9.168134,0.918516,0.688312,0.100316,0.932386,0.524273,4.88515,Neutral
6.019986,8.602948,0.843355,0.898377,0.068243,0.783429,0.796158,6.019986,Happy
5.005663,5.935122,0.886882,0.610855,0.067952,0.82756,0.72326,5.005663,Neutral
6.116024,10.445652,0.815517,0.676653,-0.0391,0.751621,0.626363,6.116024,Happy
6.679831,9.859636,0.781965,0.779133,-0.100937,0.629851,0.759793,6.679831,Happy
6.467005,10.780802,0.896459,0.741033,-0.178698,0.735971,0.745919,6.467005,Happy
4.055914,7.313474,0.805781,0.411089,-0.064869,0.930818,0.660173,4.055914,Neutral
3.983849,6.699411,0.73306,0.556488,-0.024741,0.82401,0.487424,3.983849,Sad
6.445294,10.74908,0.859361,0.902473,-0.107756,0.798496,0.728473,6.445294,Happy
4.70375,8.537691,0.690878,0.881634,0.402781,0.587322,0.74624,4.70375,Neutral
7.024905,10.74034,0.930611,0.886892,0.042831,0.445697,0.738485,7.024905,Happy
5.711378,10.333587,0.928524,0.64147,-0.259416,0.924174,0.533642,5.711378,Neutral
5.303878,9.442431,0.793734,0.704529,-0.24962,0.798496,0.666827,5.303878,Neutral
4.948051,7.718692,0.805487,0.704377,0.131503,0.825613,0.689079,4.948051,Neutral
7.463097,10.934195,0.939443,0.919985,0.155896,0.445697,0.747977,7.463097,Happy
5.803451,9.455396,0.809167,0.783665,-0.096622,0.883823,0.599834,5.803451,Neutral
7.21884,10.791182,0.921603,0.90087,0.063508,0.721093,0.743584,7.21884,Happy
7.508435,11.123815,0.946316,0.917343,-0.072716,0.445697,0.730246,7.508435,Happy
6.056753,10.547181,0.901925,0.771722,-0.147306,0.769557,0.779219,6.056753,Happy
4.025748,9.407588,0.717022,0.704443,-0.232545,0.580454,0.387354,4.025748,Neutral
4.756773,8.126945,0.620671,0.79719,-0.052063,0.855093,0.815911,4.756773,Neutral
6.033189,8.458436,0.823966,0.661203,0.11438,0.856734,0.74466,6.033189,Happy
5.579623,9.433193,0.937877,0.699211,0.220118,0.871101,0.545167,5.579623,Neutral
4.832635,6.840264,0.747681,0.643062,0.06766,0.854016,0.626931,4.832635,Neutral
6.443715,10.727039,0.897113,0.889074,0.238525,0.752516,0.635254,6.443715,Happy
4.856534,8.499515,0.914375,0.813939,0.050866,0.916923,0.668046,4.856534,Neutral
4.718734,9.800281,0.819936,0.623115,-0.015889,0.876999,0.47868,4.718734,Neutral
4.716783,9.626633,0.714233,0.730635,0.209771,0.714941,0.589898,4.716783,Neutral
3.823866,8.070919,0.646985,0.484429,0.333263,0.647192,0.570107,3.823866,Sad
7.118701,10.965007,0.881369,0.889463,0.063068,0.798496,0.701554,7.118701,Happy
5.075719,9.502884,0.839282,0.74767,-0.109231,0.861436,0.707859,5.075719,Neutral
4.727871,9.154187,0.854415,0.771528,-0.23925,0.774117,0.468756,4.727871,Neutral
4.367811,9.112594,0.660342,0.459257,-0.179986,0.890629,0.436748,4.367811,Neutral
6.19186,10.174046,0.916029,0.85914,0.00963,0.911336,0.763026,6.19186,Happy
5.185689,10.245586,0.847027,0.528629,-0.1811,0.804879,0.379292,5.185689,Neutral
6.772138,10.858763,0.88423,0.776204,-0.177976,0.672498,0.699042,6.772138,Happy
5.600043,10.002486,0.87546,0.778064,-0.022203,0.802278,0.484612,5.600043,Neutral
5.995539,10.145967,0.924363,0.685455,-0.176692,0.913418,0.609346,5.995539,Neutral
5.54025,9.271268,0.799494,0.8968,0.104378,0.797788,0.650598,5.54025,Neutral
4.659097,9.564752,0.617219,0.775144,-0.238384,0.754854,0.479062,4.659097,Neutral
7.195586,10.744205,0.944599,0.935146,0.268277,0.445697,0.728092,7.195586,Happy
5.152279,9.555448,0.787039,0.73103,-0.230797,0.652539,0.511527,5.152279,Neutral
5.772027,10.041151,0.916798,0.820649,0.067779,0.897762,0.649224,5.772027,Neutral
5.979382,10.412306,0.891046,0.899329,-0.128304,0.886835,0.820656,5.979382,Neutral
5.239835,9.689402,0.848915,0.744801,-0.047963,0.909934,0.511838,5.239835,Neutral
5.678395,10.4071,0.908348,0.887748,0.046734,0.909118,0.593501,5.678395,Neutral
6.00026,10.393467,0.946516,0.798041,-0.200879,0.883571,0.652893,6.00026,Happy
6.663609,9.560946,0.884351,0.926882,0.395812,0.923196,0.834184,6.663609,Happy
6.112545,8.593801,0.873864,0.882678,0.023994,0.621982,0.790255,6.112545,Happy
5.598057,9.308221,0.840607,0.646079,-0.116678,0.663645,0.66342,5.598057,Neutral
3.742871,7.462246,0.733714,0.504613,0.01954,0.857664,0.560186,3.742871,Sad
7.432132,9.671674,0.917678,0.922736,0.089157,0.819655,0.825872,7.432132,Happy
5.882351,10.121135,0.914093,0.745244,-0.040671,0.755251,0.697625,5.882351,Neutral
4.541502,9.1264,0.725151,0.646007,0.002237,0.726008,0.538857,4.541502,Neutral
4.88655,9.539881,0.701218,0.528375,-0.194222,0.788709,0.567639,4.88655,Neutral
6.009374,10.603315,0.916296,0.499169,-0.107939,0.942639,0.701823,6.009374,Happy
4.184451,7.748009,0.765839,0.642034,-0.061625,0.820217,0.661307,4.184451,Neutral
3.709579,7.614126,0.878275,0.763021,0.046272,0.820481,0.646537,3.709579,Sad
4.314456,8.526615,0.817786,0.582539,-0.05256,0.662519,0.532102,4.314456,Neutral
7.285391,10.694434,0.965276,0.890682,0.341637,0.512578,0.762304,7.285391,Happy
4.155971,7.826252,0.675132,0.8187,0.110563,0.878508,0.66342,4.155971,Neutral
4.321715,7.690244,0.739841,0.728513,0.071644,0.856106,0.686664,4.321715,Neutral
3.334634,7.298732,0.527843,0.798915,0.042813,0.765964,0.548135,3.334634,Sad
5.43332,10.119982,0.860663,0.549258,-0.277662,0.958131,0.55737,5.43332,Neutral
5.026793,8.200289,0.568993,0.728893,-0.056244,0.862143,0.54133,5.026793,Neutral
3.615845,7.871995,0.600181,0.85614,0.132693,0.584417,0.707061,3.615845,Sad
6.185308,8.961944,0.895504,0.927415,0.182672,0.661562,0.698459,6.185308,Happy
6.641493,10.715405,0.934782,0.843785,0.121106,0.689931,0.684359,6.641493,Happy
4.652737,9.092073,0.767753,0.804794,-0.138841,0.798496,0.658101,4.652737,Neutral
6.54329,10.4552,0.887289,0.851927,-0.14681,0.870591,0.828531,6.54329,Happy
3.707195,9.117117,0.548369,0.463723,-0.27222,0.69734,0.350957,3.707195,Sad
4.309771,8.482762,0.712553,0.896217,-0.00437,0.635014,0.436497,4.309771,Neutral
6.25981,10.583158,0.805559,0.762782,-0.086166,0.816232,0.670836,6.25981,Happy
6.757829,10.80301,0.874364,0.96858,0.141548,0.798496,0.737518,6.757829,Happy
7.176993,10.800653,0.940137,0.916028,0.141161,0.445697,0.705983,7.176993,Happy
7.496019,10.7746,0.970243,0.9047,0.13642,0.445697,0.788178,7.496019,Happy
6.168269,10.140987,0.966449,0.8721,-0.062427,0.660799,0.619989,6.168269,Happy
7.158,9.800621,0.902069,0.897879,0.008821,0.812863,0.808915,7.158,Happy
5.420331,8.504487,0.828176,0.686881,0.218839,0.863222,0.718949,5.420331,Neutral
5.682277,9.404486,0.89208,0.823824,-0.088738,0.92872,0.58405,5.682277,Neutral
7.000832,9.540864,0.912818,0.766716,-0.060707,0.722515,0.743983,7.000832,Happy
5.965178,10.472708,0.954226,0.754715,-0.002145,0.847481,0.673011,5.965178,Neutral
4.965135,8.145339,0.622255,0.838006,0.114942,0.86287,0.674331,4.965135,Neutral
5.490214,8.239174,0.620623,0.6987,-0.104898,0.73802,0.571407,5.490214,Neutral
6.057086,10.666448,0.913309,0.567738,-0.023472,0.933461,0.610144,6.057086,Happy
4.380312,9.571358,0.770126,0.372881,-0.183571,0.960978,0.465633,4.380312,Neutral
5.138083,8.358599,0.607087,0.44791,0.090868,0.791835,0.474416,5.138083,Neutral
4.932133,7.158656,0.742304,0.86981,0.067551,0.6819,0.587998,4.932133,Neutral
5.001965,8.748013,0.812922,0.9145,0.047812,0.771168,0.811442,5.001965,Neutral
5.352805,8.402438,0.834688,0.746065,0.065267,0.794487,0.739845,5.352805,Neutral
4.044569,7.556333,0.598466,0.79683,0.036395,0.743256,0.669799,4.044569,Neutral
4.739367,9.494558,0.883036,0.823775,-0.200534,0.723239,0.642786,4.739367,Neutral
5.133888,9.537121,0.906595,0.590145,-0.174591,0.838217,0.710758,5.133888,Neutral
6.259634,10.170094,0.906053,0.807489,0.034343,0.782494,0.662837,6.259634,Happy
4.930572,9.502946,0.787962,0.858104,-0.220027,0.445697,0.690514,4.930572,Neutral
3.972059,9.572759,0.736096,0.565966,-0.197258,0.81012,0.503554,3.972059,Sad
5.738744,8.553658,0.924071,0.934133,0.032399,0.521862,0.662585,5.738744,Neutral
4.151054,8.180532,0.711819,0.365296,-0.082836,0.84418,0.515242,4.151054,Neutral
4.946801,9.458443,0.89105,0.756946,-0.029581,0.912407,0.760584,4.946801,Neutral
5.793575,10.639786,0.886432,0.773472,-0.268456,0.686785,0.649403,5.793575,Neutral
5.205999,9.795774,0.736412,0.664734,0.067437,0.937025,0.471759,5.205999,Neutral
4.965053,8.435989,0.676289,0.793794,-0.070209,0.880178,0.660169,4.965053,Neutral
6.95792,11.628306,0.938559,0.939102,0.115967,0.445697,0.71341,6.95792,Happy
4.196063,7.257479,0.827099,0.819005,-0.04318,0.81843,0.548856,4.196063,Neutral
4.390634,8.347352,0.684586,0.695295,0.402781,0.686381,0.634079,4.390634,Neutral
4.720251,10.233184,0.68665,0.425967,-0.277238,0.94131,0.570836,4.720251,Neutral
5.915734,9.043848,0.827159,0.863247,-0.09681,0.786045,0.705478,5.915734,Neutral
3.207197,7.032319,0.654081,0.664101,0.080377,0.835641,0.563382,3.207197,Sad
6.775805,10.112436,0.889073,0.815802,-0.179832,0.754646,0.768943,6.775805,Happy
5.295781,8.752191,0.786611,0.831494,-0.026698,0.742637,0.670661,5.295781,Neutral
5.875932,10.136922,0.935924,0.811302,-0.031521,0.887896,0.710892,5.875932,Neutral
4.566595,7.734345,0.873681,0.689296,0.139875,0.897137,0.58254,4.566595,Neutral
3.407532,8.742415,0.504608,0.864576,-0.057563,0.616872,0.393517,3.407532,Sad
6.603744,11.17816,0.851041,0.943664,0.043081,0.798496,0.722823,6.603744,Happy
5.448261,10.246859,0.861717,0.67081,0.053193,0.807839,0.590086,5.448261,Neutral
3.614928,8.073849,0.537976,0.591468,0.373718,0.720445,0.580673,3.614928,Sad
4.828456,9.546331,0.881152,0.794031,-0.128466,0.820258,0.729685,4.828456,Neutral
6.138873,10.218887,0.924243,0.634792,-0.129688,0.91387,0.618786,6.138873,Happy
4.653714,7.164641,0.73848,0.896622,0.043446,0.69122,0.620295,4.653714,Neutral
7.678277,11.041307,0.947657,0.946566,0.13931,0.445697,0.798491,7.678277,Happy
5.889759,9.208797,0.91303,0.860676,-0.137951,0.882796,0.700022,5.889759,Neutral
6.201763,9.675292,0.866325,0.884917,0.311936,0.913651,0.883586,6.201763,Happy
5.130521,9.257034,0.863188,0.623593,-0.143273,0.732379,0.696831,5.130521,Neutral
5.332044,10.346267,0.895632,0.712121,-0.251671,0.742697,0.588513,5.332044,Neutral
7.485604,10.733157,0.938707,0.926315,0.255927,0.445697,0.802224,7.485604,Happy
5.977818,10.263731,0.895099,0.69952,-0.160807,0.798378,0.564855,5.977818,Neutral
5.579794,10.110523,0.863288,0.649196,-0.028577,0.764014,0.409513,5.579794,Neutral
6.095473,10.46155,0.876083,0.882351,-0.240104,0.915166,0.675314,6.095473,Happy
5.873887,10.620288,0.80693,0.538114,0.00845,0.85069,0.545988,5.873887,Neutral
7.415144,10.739143,0.948128,0.917961,0.284352,0.465602,0.775569,7.415144,Happy
6.011365,9.364501,0.917789,0.718491,0.137965,0.842828,0.57473,6.011365,Happy
5.743354,8.923148,0.768112,0.762963,0.003408,0.863039,0.791876,5.743354,Neutral
5.528273,6.830418,0.610836,0.873879,0.020364,0.45647,0.688916,5.528273,Neutral
6.113636,8.625541,0.805981,0.835046,0.110612,0.847225,0.807723,6.113636,Happy
5.936527,10.193243,0.909379,0.597936,-0.05499,0.91454,0.612062,5.936527,Neutral
5.616976,9.576188,0.857528,0.6673,-0.230482,0.694849,0.502456,5.616976,Neutral
7.519909,10.843813,0.951437,0.932628,0.132867,0.445697,0.782716,7.519909,Happy
5.786133,8.308448,0.571316,0.364206,0.292383,0.851656,0.526646,5.786133,Neutral
6.991759,11.000561,0.921003,0.868497,0.191264,0.681191,0.754558,6.991759,Happy
5.175915,8.327793,0.865142,0.784301,-0.002709,0.445697,0.710193,5.175915,Neutral
4.447947,8.493215,0.690595,0.705976,0.291773,0.877776,0.724947,4.447947,Neutral
6.073158,10.013071,0.862206,0.652833,-0.146241,0.881058,0.749826,6.073158,Happy
6.162076,10.257558,0.917399,0.870708,-0.096222,0.847754,0.665538,6.162076,Happy
6.441014,9.961327,0.894927,0.806503,0.084891,0.781697,0.526271,6.441014,Happy
3.3523,8.060001,0.583742,0.36033,0.244461,0.838523,0.532205,3.3523,Sad
5.475645,9.493308,0.893245,0.868224,0.402781,0.903822,0.808282,5.475645,Neutral
3.901793,7.60359,0.566867,0.692737,0.086998,0.815482,0.605541,3.901793,Sad
6.689644,10.734716,0.958348,0.827241,-0.138793,0.568272,0.692845,6.689644,Happy
5.801325,10.544485,0.737754,0.623194,-0.048813,0.834068,0.575069,5.801325,Neutral
6.358916,9.012627,0.811235,0.862676,0.005959,0.81203,0.815477,6.358916,Happy
3.5721,7.680333,0.504608,0.577955,0.059246,0.823204,0.547417,3.5721,Sad
3.383398,7.075862,0.572275,0.687303,0.152352,0.837273,0.545732,3.383398,Sad
6.739911,8.910988,0.756654,0.669338,-0.070155,0.69418,0.822753,6.739911,Happy
6.007636,10.148171,0.936657,0.840183,-0.10387,0.823783,0.610877,6.007636,Happy
6.07364,9.704629,0.907544,0.924146,0.351745,0.877978,0.810856,6.07364,Happy
3.66714,7.891244,0.504608,0.709477,-0.007773,0.825246,0.57391,3.66714,Sad
3.98486,9.409203,0.825454,0.740057,0.037501,0.899854,0.715405,3.98486,Sad
6.608207,10.888559,0.915808,0.895222,0.079951,0.445697,0.668037,6.608207,Happy
4.756237,10.244591,0.832333,0.369156,-0.292942,0.930214,0.597015,4.756237,Neutral
6.272941,10.427088,0.926317,0.749307,-0.179372,0.78971,0.590112,6.272941,Happy
4.224534,7.717091,0.79335,0.710621,0.080853,0.835012,0.699309,4.224534,Neutral
5.065462,9.00924,0.854118,0.419064,-0.122785,0.858735,0.496702,5.065462,Neutral
6.515817,10.551915,0.927712,0.867779,-0.0039,0.69893,0.685982,6.515817,Happy
7.225182,9.911863,0.921697,0.935618,-0.08584,0.742351,0.790628,7.225182,Happy
5.750282,10.184455,0.923642,0.875357,-0.069192,0.897742,0.681015,5.750282,Neutral
6.512851,10.768047,0.894989,0.718925,-0.048645,0.810521,0.74268,6.512851,Happy
7.384571,10.713902,0.952017,0.933044,-0.006808,0.445697,0.766498,7.384571,Happy
3.164491,8.577606,0.588395,0.466771,0.309548,0.672964,0.451005,3.164491,Sad
5.5135,10.190785,0.908726,0.729282,-0.152975,0.865312,0.615011,5.5135,Neutral
5.809131,9.34051,0.808486,0.829574,-0.120528,0.839495,0.750073,5.809131,Neutral
5.099061,9.564058,0.772033,0.877618,-0.179999,0.798496,0.681665,5.099061,Neutral
6.829036,9.830189,0.876328,0.677477,-0.133977,0.784898,0.774336,6.829036,Happy
3.888778,8.056643,0.554149,0.508805,0.238247,0.707521,0.573324,3.888778,Sad
5.638097,9.746085,0.882822,0.83559,0.290425,0.943129,0.718929,5.638097,Neutral
6.526335,10.013405,0.819079,0.700734,0.1035,0.752756,0.757601,6.526335,Happy
5.065825,10.083422,0.881811,0.519352,-0.280563,0.962167,0.462606,5.065825,Neutral
6.387572,9.562101,0.8899,0.790898,-0.105686,0.842899,0.803392,6.387572,Happy
4.702604,8.362596,0.821746,0.504262,-0.121087,0.752415,0.552513,4.702604,Neutral
6.117963,10.596375,0.887249,0.806036,-0.265935,0.608699,0.680538,6.117963,Happy
5.598654,9.496415,0.922239,0.703565,-0.147918,0.891579,0.784321,5.598654,Neutral
5.027187,10.774646,0.91135,0.681823,0.020678,0.445697,0.559416,5.027187,Neutral
6.062051,10.556206,0.818671,0.811671,0.036033,0.851206,0.669735,6.062051,Happy
6.882685,11.024325,0.903856,0.824607,0.110046,0.709928,0.757446,6.882685,Happy
4.240441,8.169133,0.777777,0.794646,-0.080033,0.85585,0.604289,4.240441,Neutral
3.937107,8.999579,0.721591,0.409555,-0.108695,0.816375,0.650047,3.937107,Sad
4.424491,7.33525,0.684867,0.73339,-0.017873,0.866806,0.673802,4.424491,Neutral
5.518416,9.869828,0.820422,0.853302,-0.08578,0.655976,0.723232,5.518416,Neutral
4.969656,8.877476,0.675825,0.756785,-0.197753,0.844935,0.640916,4.969656,Neutral
5.99496,9.057415,0.819045,0.952269,-0.155343,0.757056,0.832861,5.99496,Neutral
